	SPU_peptide	diadema.best
OG0042209		TRINITY_DN44055_c0_g1_i3.p1.p1
OG0042210		TRINITY_DN44058_c2_g1_i2.p1.p1
OG0042211		TRINITY_DN44058_c3_g1_i1.p1.p1
OG0042212		TRINITY_DN44058_c3_g1_i2.p1.p1
OG0042213		TRINITY_DN4405_c0_g2_i1.p1.p1
OG0042214		TRINITY_DN44069_c0_g1_i1.p1.p1
OG0042215		TRINITY_DN44070_c0_g1_i2.p3.p1
OG0042216		TRINITY_DN44070_c0_g1_i3.p1.p1
OG0042217		TRINITY_DN4407_c0_g1_i2.p3.p2
OG0042218		TRINITY_DN44097_c0_g1_i8.p1.p1
OG0042219		TRINITY_DN44102_c0_g1_i5.p1.p1
OG0042220		TRINITY_DN4410_c0_g1_i7.p2.p1
OG0042221		TRINITY_DN44112_c0_g1_i1.p1.p1
OG0042222		TRINITY_DN44137_c0_g1_i2.p1.p1
OG0042223		TRINITY_DN4413_c0_g1_i5.p1.p1
OG0042224		TRINITY_DN44144_c1_g1_i8.p1.p1
OG0042225		TRINITY_DN44153_c0_g1_i14.p2.p1
OG0042226		TRINITY_DN44153_c0_g1_i18.p1.p1
OG0042227		TRINITY_DN4415_c5_g1_i3.p1.p1
OG0042228		TRINITY_DN4415_c7_g1_i2.p1.p1
OG0042229		TRINITY_DN44191_c0_g1_i1.p1.p1
OG0042230		TRINITY_DN4419_c0_g1_i2.p2.p1
OG0042231		TRINITY_DN441_c4_g1_i1.p1.p1
OG0042232		TRINITY_DN44200_c0_g1_i1.p3.p1
OG0042233		TRINITY_DN44202_c0_g1_i1.p1.p1
OG0042234		TRINITY_DN4420_c2_g1_i5.p1.p1
OG0042235		TRINITY_DN44214_c0_g1_i1.p1.p1
OG0042236		TRINITY_DN44238_c0_g1_i6.p1.p1
OG0042237		TRINITY_DN44250_c0_g1_i3.p1.p1
OG0042238		TRINITY_DN4425_c0_g1_i3.p2.p1
OG0042239		TRINITY_DN4428_c0_g1_i3.p3.p1
OG0042240		TRINITY_DN44312_c0_g1_i2.p1.p1
OG0042241		TRINITY_DN44362_c0_g1_i4.p1.p1
OG0042242		TRINITY_DN44393_c0_g1_i3.p1.p1
OG0042243		TRINITY_DN44404_c0_g1_i1.p1.p1
OG0042244		TRINITY_DN44408_c0_g1_i1.p1.p2
OG0042245		TRINITY_DN4442_c0_g1_i2.p1.p1
OG0042246		TRINITY_DN4442_c0_g1_i2.p5.p1
OG0042247		TRINITY_DN44441_c0_g1_i9.p1.p1
OG0042248		TRINITY_DN44442_c0_g1_i1.p1.p1
OG0042249		TRINITY_DN44462_c0_g1_i3.p2.p1
OG0042250		TRINITY_DN44463_c1_g1_i10.p1.p1
OG0042251		TRINITY_DN44464_c0_g1_i2.p1.p1
OG0042252		TRINITY_DN44469_c0_g1_i3.p1.p1
OG0042253		TRINITY_DN44473_c0_g1_i2.p1.p1
OG0042254		TRINITY_DN4448_c0_g1_i2.p1.p1
OG0042255		TRINITY_DN44499_c0_g1_i1.p1.p1
OG0042256		TRINITY_DN4450_c0_g2_i6.p1.p1
OG0042257		TRINITY_DN44517_c0_g1_i7.p1.p1
OG0042258		TRINITY_DN44517_c0_g1_i8.p1.p1
OG0042259		TRINITY_DN44517_c1_g1_i1.p1.p1
OG0042260		TRINITY_DN44517_c2_g1_i1.p1.p1
OG0042261		TRINITY_DN44517_c4_g1_i1.p1.p1
OG0042262		TRINITY_DN44525_c0_g1_i4.p1.p1
OG0042263		TRINITY_DN44535_c0_g1_i1.p1.p1
OG0042264		TRINITY_DN44535_c0_g2_i1.p1.p1
OG0042265		TRINITY_DN44546_c0_g1_i2.p1.p1
OG0042266		TRINITY_DN44546_c0_g2_i4.p1.p2
OG0042267		TRINITY_DN44554_c0_g1_i4.p1.p1
OG0042268		TRINITY_DN44570_c0_g1_i3.p1.p1
OG0042269		TRINITY_DN44578_c0_g1_i7.p1.p1
OG0042270		TRINITY_DN44578_c0_g1_i7.p2.p1
OG0042271		TRINITY_DN44578_c0_g1_i9.p1.p1
OG0042272		TRINITY_DN44584_c0_g1_i2.p1.p2
OG0042273		TRINITY_DN44584_c0_g1_i4.p1.p1
OG0042274		TRINITY_DN44590_c0_g1_i1.p1.p1
OG0042275		TRINITY_DN44595_c0_g1_i1.p1.p1
OG0042276		TRINITY_DN44596_c0_g1_i1.p1.p1
OG0042277		TRINITY_DN44597_c0_g1_i2.p1.p1
OG0042278		TRINITY_DN44598_c0_g1_i7.p1.p1
OG0042279		TRINITY_DN44609_c0_g1_i1.p1.p3
OG0042280		TRINITY_DN44611_c0_g1_i1.p1.p1
OG0042281		TRINITY_DN44611_c1_g1_i5.p1.p1
OG0042282		TRINITY_DN44611_c1_g1_i6.p1.p1
OG0042283		TRINITY_DN44620_c0_g1_i6.p1.p1
OG0042284		TRINITY_DN44622_c3_g1_i1.p1.p1
OG0042285		TRINITY_DN44627_c0_g1_i1.p1.p1
OG0042286		TRINITY_DN4462_c1_g1_i3.p2.p1
OG0042287		TRINITY_DN44636_c0_g1_i3.p1.p2
OG0042288		TRINITY_DN4464_c2_g1_i5.p1.p1
OG0042289		TRINITY_DN44657_c0_g1_i1.p1.p1
OG0042290		TRINITY_DN44657_c0_g1_i1.p2.p1
OG0042291		TRINITY_DN44659_c0_g1_i2.p1.p1
OG0042292		TRINITY_DN4466_c0_g1_i2.p5.p1
OG0042293		TRINITY_DN44675_c0_g1_i1.p1.p1
OG0042294		TRINITY_DN44690_c0_g1_i1.p1.p1
OG0042295		TRINITY_DN4471_c0_g1_i5.p2.p2
OG0042296		TRINITY_DN44729_c0_g1_i1.p1.p1
OG0042297		TRINITY_DN44736_c0_g1_i6.p1.p1
OG0042298		TRINITY_DN44737_c0_g1_i1.p1.p1
OG0042299		TRINITY_DN44771_c1_g1_i3.p1.p1
OG0042300		TRINITY_DN44777_c0_g1_i1.p1.p1
OG0042301		TRINITY_DN447_c0_g1_i1.p1.p1
OG0042302		TRINITY_DN44829_c0_g1_i7.p1.p1
OG0042303		TRINITY_DN44833_c0_g1_i1.p1.p1
OG0042304		TRINITY_DN44833_c0_g1_i3.p2.p1
OG0042305		TRINITY_DN44833_c0_g1_i7.p2.p1
OG0042306		TRINITY_DN44862_c0_g1_i6.p1.p1
OG0042307		TRINITY_DN4486_c0_g1_i5.p3.p2
OG0042308		TRINITY_DN4486_c1_g1_i15.p4.p1
OG0042309		TRINITY_DN4486_c1_g2_i1.p1.p2
OG0042310		TRINITY_DN4486_c1_g2_i1.p2.p1
OG0042311		TRINITY_DN4487_c0_g1_i4.p1.p1
OG0042312		TRINITY_DN4488_c0_g2_i1.p4.p1
OG0042313		TRINITY_DN4488_c0_g2_i3.p4.p1
OG0042314		TRINITY_DN44893_c0_g1_i7.p1.p1
OG0042315		TRINITY_DN44905_c0_g1_i7.p1.p1
OG0042316		TRINITY_DN44917_c0_g1_i1.p1.p1
OG0042317		TRINITY_DN4493_c5_g1_i1.p1.p1
OG0042318		TRINITY_DN44949_c0_g1_i1.p1.p1
OG0042319		TRINITY_DN44967_c0_g1_i4.p1.p1
OG0042320		TRINITY_DN44989_c0_g1_i8.p1.p1
OG0042321		TRINITY_DN44991_c0_g1_i2.p1.p1
OG0042322		TRINITY_DN44995_c1_g1_i1.p1.p1
OG0042323		TRINITY_DN44995_c3_g1_i1.p1.p1
OG0042324		TRINITY_DN44996_c0_g1_i1.p1.p2
OG0042325		TRINITY_DN44997_c2_g1_i3.p2.p1
OG0042326		TRINITY_DN449_c0_g1_i1.p4.p1
OG0042327		TRINITY_DN44_c0_g1_i12.p1.p1
OG0042328		TRINITY_DN44_c0_g1_i15.p2.p1
OG0042329		TRINITY_DN44_c0_g1_i4.p1.p1
OG0042330		TRINITY_DN44_c0_g1_i4.p3.p1
OG0042331		TRINITY_DN44_c0_g1_i9.p1.p1
OG0042332		TRINITY_DN45008_c0_g1_i1.p1.p1
OG0042333		TRINITY_DN45017_c0_g1_i6.p1.p1
OG0042334		TRINITY_DN45027_c0_g1_i2.p1.p1
OG0042335		TRINITY_DN45030_c1_g1_i1.p1.p1
OG0042336		TRINITY_DN45031_c0_g1_i11.p1.p1
OG0042337		TRINITY_DN45031_c0_g1_i7.p1.p1
OG0042338		TRINITY_DN45041_c0_g1_i1.p1.p1
OG0042339		TRINITY_DN45054_c0_g1_i10.p1.p1
OG0042340		TRINITY_DN45054_c0_g1_i11.p2.p1
OG0042341		TRINITY_DN45054_c0_g1_i11.p3.p1
OG0042342		TRINITY_DN45054_c0_g1_i6.p2.p1
OG0042343		TRINITY_DN45054_c0_g1_i9.p3.p1
OG0042344		TRINITY_DN45054_c0_g1_i9.p4.p1
OG0042345		TRINITY_DN45061_c0_g1_i4.p2.p1
OG0042346		TRINITY_DN45061_c0_g1_i5.p1.p1
OG0042347		TRINITY_DN45061_c0_g1_i8.p4.p1
OG0042348		TRINITY_DN45064_c1_g1_i1.p2.p1
OG0042349		TRINITY_DN45064_c1_g1_i7.p1.p1
OG0042350		TRINITY_DN45069_c0_g1_i9.p1.p1
OG0042351		TRINITY_DN45069_c0_g1_i9.p2.p1
OG0042352		TRINITY_DN45074_c0_g1_i1.p1.p1
OG0042353		TRINITY_DN4507_c0_g1_i1.p1.p1
OG0042354		TRINITY_DN45080_c0_g1_i1.p1.p1
OG0042355		TRINITY_DN45089_c0_g1_i3.p2.p1
OG0042356		TRINITY_DN45094_c0_g1_i2.p1.p1
OG0042357		TRINITY_DN45095_c0_g1_i2.p1.p1
OG0042358		TRINITY_DN45100_c0_g1_i3.p1.p1
OG0042359		TRINITY_DN45100_c0_g1_i4.p1.p1
OG0042360		TRINITY_DN45102_c0_g1_i1.p1.p1
OG0042361		TRINITY_DN4510_c2_g1_i8.p1.p2
OG0042362		TRINITY_DN4510_c3_g1_i1.p1.p1
OG0042363		TRINITY_DN4510_c3_g1_i1.p2.p1
OG0042364		TRINITY_DN4510_c3_g1_i1.p3.p1
OG0042365		TRINITY_DN45112_c0_g1_i2.p1.p1
OG0042366		TRINITY_DN45112_c0_g1_i2.p2.p1
OG0042367		TRINITY_DN45113_c0_g1_i1.p1.p1
OG0042368		TRINITY_DN45152_c0_g1_i1.p4.p1
OG0042369		TRINITY_DN45152_c0_g1_i8.p1.p2
OG0042370		TRINITY_DN45166_c0_g1_i1.p2.p1
OG0042371		TRINITY_DN4516_c0_g1_i8.p1.p1
OG0042372		TRINITY_DN45198_c0_g1_i12.p1.p1
OG0042373		TRINITY_DN45203_c0_g1_i5.p1.p1
OG0042374		TRINITY_DN45219_c0_g1_i6.p1.p1
OG0042375		TRINITY_DN45219_c0_g1_i6.p2.p1
OG0042376		TRINITY_DN45227_c0_g1_i4.p1.p1
OG0042377		TRINITY_DN45234_c0_g1_i1.p1.p1
OG0042378		TRINITY_DN4523_c0_g1_i3.p2.p1
OG0042379		TRINITY_DN45240_c0_g1_i1.p2.p1
OG0042380		TRINITY_DN45292_c0_g1_i6.p1.p1
OG0042381		TRINITY_DN45296_c0_g1_i4.p1.p1
OG0042382		TRINITY_DN45299_c0_g1_i3.p3.p1
OG0042383		TRINITY_DN4529_c0_g1_i6.p1.p1
OG0042384		TRINITY_DN452_c0_g1_i3.p4.p2
OG0042385		TRINITY_DN45318_c0_g1_i1.p1.p1
OG0042386		TRINITY_DN45335_c0_g1_i1.p1.p1
OG0042387		TRINITY_DN45335_c0_g1_i11.p1.p1
OG0042388		TRINITY_DN45335_c0_g1_i2.p1.p1
OG0042389		TRINITY_DN45335_c0_g1_i4.p1.p1
OG0042390		TRINITY_DN45335_c0_g1_i9.p1.p1
OG0042391		TRINITY_DN4533_c2_g1_i2.p1.p1
OG0042392		TRINITY_DN45341_c0_g1_i6.p2.p1
OG0042393		TRINITY_DN45344_c1_g1_i2.p1.p1
OG0042394		TRINITY_DN45344_c2_g1_i3.p1.p1
OG0042395		TRINITY_DN45348_c0_g1_i1.p1.p1
OG0042396		TRINITY_DN45349_c1_g1_i1.p1.p1
OG0042397		TRINITY_DN45349_c1_g1_i1.p3.p1
OG0042398		TRINITY_DN4535_c0_g1_i1.p2.p1
OG0042399		TRINITY_DN45367_c0_g1_i1.p2.p2
OG0042400		TRINITY_DN45367_c0_g1_i2.p1.p1
OG0042401		TRINITY_DN45374_c0_g1_i2.p2.p2
OG0042402		TRINITY_DN45378_c0_g1_i4.p1.p1
OG0042403		TRINITY_DN4537_c2_g1_i3.p1.p1
OG0042404		TRINITY_DN45388_c0_g1_i1.p1.p1
OG0042405		TRINITY_DN45397_c0_g1_i2.p1.p1
OG0042406		TRINITY_DN45397_c0_g2_i1.p1.p1
OG0042407		TRINITY_DN45399_c0_g1_i2.p1.p1
OG0042408		TRINITY_DN45421_c0_g1_i6.p1.p1
OG0042409		TRINITY_DN45429_c0_g1_i8.p1.p1
OG0042410		TRINITY_DN45440_c0_g1_i3.p1.p1
OG0042411		TRINITY_DN4544_c2_g1_i2.p1.p1
OG0042412		TRINITY_DN45461_c0_g1_i1.p1.p1
OG0042413		TRINITY_DN45466_c0_g1_i3.p1.p1
OG0042414		TRINITY_DN45467_c0_g1_i1.p1.p1
OG0042415		TRINITY_DN45467_c0_g1_i2.p1.p1
OG0042416		TRINITY_DN45467_c0_g1_i5.p1.p1
OG0042417		TRINITY_DN4548_c0_g1_i5.p1.p1
OG0042418		TRINITY_DN45504_c0_g1_i2.p1.p1
OG0042419		TRINITY_DN4552_c0_g1_i4.p2.p1
OG0042420		TRINITY_DN45536_c0_g1_i1.p1.p1
OG0042421		TRINITY_DN45545_c0_g1_i2.p1.p1
OG0042422		TRINITY_DN45551_c0_g3_i1.p1.p1
OG0042423		TRINITY_DN4555_c0_g1_i9.p1.p1
OG0042424		TRINITY_DN45593_c0_g1_i3.p1.p1
OG0042425		TRINITY_DN45593_c0_g1_i3.p2.p1
OG0042426		TRINITY_DN4559_c0_g1_i1.p1.p1
OG0042427		TRINITY_DN45611_c0_g1_i5.p1.p1
OG0042428		TRINITY_DN45635_c0_g1_i1.p1.p1
OG0042429		TRINITY_DN45636_c0_g1_i1.p1.p1
OG0042430		TRINITY_DN4563_c1_g1_i3.p3.p1
OG0042431		TRINITY_DN45652_c0_g1_i2.p3.p1
OG0042432		TRINITY_DN4565_c0_g1_i3.p2.p2
OG0042433		TRINITY_DN45669_c0_g1_i6.p1.p1
OG0042434		TRINITY_DN45671_c0_g1_i5.p1.p1
OG0042435		TRINITY_DN45688_c0_g1_i1.p1.p1
OG0042436		TRINITY_DN4568_c0_g1_i6.p1.p1
OG0042437		TRINITY_DN45728_c0_g1_i1.p1.p1
OG0042438		TRINITY_DN45729_c0_g1_i2.p1.p1
OG0042439		TRINITY_DN45736_c0_g2_i1.p1.p1
OG0042440		TRINITY_DN45770_c0_g1_i4.p1.p1
OG0042441		TRINITY_DN4577_c0_g1_i5.p1.p1
OG0042442		TRINITY_DN4580_c0_g1_i4.p5.p2
OG0042443		TRINITY_DN45827_c0_g1_i3.p1.p1
OG0042444		TRINITY_DN45829_c0_g1_i3.p1.p1
OG0042445		TRINITY_DN45837_c0_g1_i4.p1.p1
OG0042446		TRINITY_DN45839_c0_g1_i1.p1.p1
OG0042447		TRINITY_DN45863_c0_g1_i9.p1.p1
OG0042448		TRINITY_DN45866_c0_g1_i1.p1.p2
OG0042449		TRINITY_DN4586_c0_g1_i1.p3.p1
OG0042450		TRINITY_DN4590_c0_g1_i2.p1.p1
OG0042451		TRINITY_DN45913_c0_g1_i5.p1.p1
OG0042452		TRINITY_DN4591_c0_g1_i4.p1.p1
OG0042453		TRINITY_DN45926_c0_g1_i2.p1.p1
OG0042454		TRINITY_DN45927_c0_g1_i5.p2.p2
OG0042455		TRINITY_DN45940_c0_g1_i4.p1.p1
OG0042456		TRINITY_DN45945_c0_g1_i1.p1.p1
OG0042457		TRINITY_DN45948_c0_g1_i4.p2.p1
OG0042458		TRINITY_DN45948_c0_g1_i4.p7.p1
OG0042459		TRINITY_DN45950_c0_g1_i9.p2.p1
OG0042460		TRINITY_DN45952_c0_g1_i7.p2.p1
OG0042461		TRINITY_DN45953_c0_g1_i2.p2.p1
OG0042462		TRINITY_DN45953_c0_g1_i2.p3.p1
OG0042463		TRINITY_DN45953_c0_g2_i1.p1.p1
OG0042464		TRINITY_DN45953_c0_g2_i1.p2.p1
OG0042465		TRINITY_DN45960_c0_g1_i4.p1.p2
OG0042466		TRINITY_DN45960_c0_g1_i7.p1.p1
OG0042467		TRINITY_DN45960_c0_g1_i7.p2.p1
OG0042468		TRINITY_DN45968_c0_g1_i9.p2.p1
OG0042469		TRINITY_DN45969_c0_g1_i1.p1.p1
OG0042470		TRINITY_DN45969_c0_g1_i3.p1.p1
OG0042471		TRINITY_DN4596_c0_g1_i5.p2.p2
OG0042472		TRINITY_DN45985_c0_g2_i1.p1.p1
OG0042473		TRINITY_DN45998_c0_g1_i1.p1.p1
OG0042474		TRINITY_DN4599_c0_g2_i4.p4.p1
OG0042475		TRINITY_DN459_c0_g1_i5.p1.p1
OG0042476		TRINITY_DN46011_c0_g1_i1.p1.p1
OG0042477		TRINITY_DN46016_c0_g1_i1.p1.p1
OG0042478		TRINITY_DN46016_c0_g1_i8.p2.p2
OG0042479		TRINITY_DN4601_c1_g1_i2.p1.p1
OG0042480		TRINITY_DN46020_c0_g1_i7.p3.p1
OG0042481		TRINITY_DN4602_c0_g1_i12.p8.p1
OG0042482		TRINITY_DN46034_c0_g1_i7.p1.p1
OG0042483		TRINITY_DN46044_c0_g1_i2.p1.p1
OG0042484		TRINITY_DN46044_c0_g1_i4.p1.p1
OG0042485		TRINITY_DN46051_c0_g1_i8.p1.p1
OG0042486		TRINITY_DN46061_c0_g1_i10.p1.p1
OG0042487		TRINITY_DN46066_c0_g1_i1.p1.p1
OG0042488		TRINITY_DN46066_c0_g1_i3.p1.p1
OG0042489		TRINITY_DN46066_c0_g1_i4.p1.p1
OG0042490		TRINITY_DN46066_c0_g1_i7.p2.p1
OG0042491		TRINITY_DN46070_c0_g1_i5.p1.p1
OG0042492		TRINITY_DN4607_c0_g1_i8.p1.p1
OG0042493		TRINITY_DN46082_c0_g2_i3.p1.p1
OG0042494		TRINITY_DN460_c0_g1_i7.p1.p1
OG0042495		TRINITY_DN460_c0_g1_i9.p1.p1
OG0042496		TRINITY_DN46106_c0_g1_i2.p1.p1
OG0042497		TRINITY_DN46108_c0_g1_i3.p1.p1
OG0042498		TRINITY_DN46116_c0_g1_i3.p1.p1
OG0042499		TRINITY_DN46145_c0_g1_i1.p1.p1
OG0042500		TRINITY_DN46145_c0_g1_i6.p2.p1
OG0042501		TRINITY_DN4614_c0_g1_i1.p1.p1
OG0042502		TRINITY_DN46152_c0_g1_i1.p1.p1
OG0042503		TRINITY_DN46156_c0_g1_i1.p1.p1
OG0042504		TRINITY_DN46156_c0_g1_i2.p1.p1
OG0042505		TRINITY_DN46156_c0_g1_i3.p1.p1
OG0042506		TRINITY_DN46164_c0_g1_i8.p1.p1
OG0042507		TRINITY_DN46181_c0_g1_i3.p1.p1
OG0042508		TRINITY_DN46191_c0_g1_i1.p1.p1
OG0042509		TRINITY_DN46209_c0_g1_i1.p1.p1
OG0042510		TRINITY_DN46211_c0_g1_i1.p1.p2
OG0042511		TRINITY_DN46213_c0_g1_i3.p1.p1
OG0042512		TRINITY_DN46237_c0_g1_i1.p1.p1
OG0042513		TRINITY_DN46252_c0_g1_i10.p1.p1
OG0042514		TRINITY_DN46252_c0_g1_i5.p1.p3
OG0042515		TRINITY_DN46258_c0_g1_i10.p1.p1
OG0042516		TRINITY_DN46258_c0_g1_i4.p1.p1
OG0042517		TRINITY_DN4625_c0_g1_i2.p3.p2
OG0042518		TRINITY_DN46271_c0_g1_i1.p1.p1
OG0042519		TRINITY_DN46290_c0_g1_i1.p1.p1
OG0042520		TRINITY_DN46290_c0_g1_i9.p2.p2
OG0042521		TRINITY_DN46290_c0_g1_i9.p3.p1
OG0042522		TRINITY_DN46292_c1_g1_i2.p1.p1
OG0042523		TRINITY_DN4630_c0_g1_i2.p3.p2
OG0042524		TRINITY_DN46320_c0_g1_i6.p1.p1
OG0042525		TRINITY_DN46320_c0_g2_i4.p1.p1
OG0042526		TRINITY_DN46322_c0_g1_i1.p1.p1
OG0042527		TRINITY_DN46327_c0_g1_i1.p1.p1
OG0042528		TRINITY_DN4634_c0_g1_i5.p2.p1
OG0042529		TRINITY_DN46351_c0_g1_i1.p1.p1
OG0042530		TRINITY_DN4637_c0_g1_i4.p1.p1
OG0042531		TRINITY_DN4637_c0_g1_i4.p2.p2
OG0042532		TRINITY_DN46380_c0_g1_i2.p2.p1
OG0042533		TRINITY_DN46380_c0_g1_i4.p1.p1
OG0042534		TRINITY_DN46400_c0_g1_i7.p3.p2
OG0042535		TRINITY_DN46405_c0_g1_i1.p1.p1
OG0042536		TRINITY_DN46408_c0_g1_i2.p1.p1
OG0042537		TRINITY_DN46408_c0_g1_i2.p2.p1
OG0042538		TRINITY_DN46413_c0_g1_i12.p1.p1
OG0042539		TRINITY_DN46413_c0_g1_i4.p1.p1
OG0042540		TRINITY_DN46413_c1_g1_i1.p1.p1
OG0042541		TRINITY_DN46413_c1_g1_i2.p1.p1
OG0042542		TRINITY_DN46424_c0_g1_i3.p1.p1
OG0042543		TRINITY_DN4642_c0_g1_i8.p1.p1
OG0042544		TRINITY_DN46439_c0_g1_i1.p1.p1
OG0042545		TRINITY_DN46456_c0_g1_i5.p1.p1
OG0042546		TRINITY_DN4646_c0_g1_i4.p1.p1
OG0042547		TRINITY_DN46471_c0_g1_i1.p1.p1
OG0042548		TRINITY_DN46471_c0_g1_i2.p1.p1
OG0042549		TRINITY_DN4647_c0_g2_i2.p1.p1
OG0042550		TRINITY_DN4647_c0_g4_i1.p1.p1
OG0042551		TRINITY_DN4648_c0_g1_i1.p1.p1
OG0042552		TRINITY_DN46504_c1_g1_i1.p1.p1
OG0042553		TRINITY_DN46504_c1_g1_i2.p1.p1
OG0042554		TRINITY_DN46517_c0_g1_i4.p1.p1
OG0042555		TRINITY_DN4654_c0_g1_i4.p1.p1
OG0042556		TRINITY_DN46557_c0_g1_i4.p1.p1
OG0042557		TRINITY_DN46566_c0_g1_i8.p1.p1
OG0042558		TRINITY_DN46583_c0_g1_i1.p1.p1
OG0042559		TRINITY_DN46585_c0_g1_i1.p1.p1
OG0042560		TRINITY_DN46591_c0_g1_i1.p1.p1
OG0042561		TRINITY_DN46600_c0_g1_i4.p2.p1
OG0042562		TRINITY_DN46604_c0_g2_i3.p1.p3
OG0042563		TRINITY_DN46604_c0_g2_i3.p2.p3
OG0042564		TRINITY_DN46605_c0_g1_i1.p1.p1
OG0042565		TRINITY_DN46618_c0_g1_i8.p1.p1
OG0042566		TRINITY_DN46619_c0_g1_i4.p1.p1
OG0042567		TRINITY_DN4662_c0_g1_i2.p3.p1
OG0042568		TRINITY_DN46638_c0_g1_i2.p1.p1
OG0042569		TRINITY_DN46642_c0_g2_i1.p1.p1
OG0042570		TRINITY_DN46643_c0_g1_i10.p1.p2
OG0042571		TRINITY_DN46643_c0_g1_i8.p1.p1
OG0042572		TRINITY_DN46645_c0_g2_i2.p1.p1
OG0042573		TRINITY_DN46649_c0_g1_i1.p1.p1
OG0042574		TRINITY_DN46653_c2_g1_i1.p1.p1
OG0042575		TRINITY_DN4665_c0_g1_i2.p1.p1
OG0042576		TRINITY_DN4665_c1_g1_i13.p1.p1
OG0042577		TRINITY_DN4665_c1_g1_i4.p1.p2
OG0042578		TRINITY_DN4667_c0_g1_i4.p12.p2
OG0042579		TRINITY_DN4669_c2_g1_i3.p1.p1
OG0042580		TRINITY_DN46700_c0_g1_i1.p1.p1
OG0042581		TRINITY_DN46705_c0_g1_i1.p1.p1
OG0042582		TRINITY_DN46709_c0_g1_i7.p1.p1
OG0042583		TRINITY_DN46721_c0_g1_i4.p1.p1
OG0042584		TRINITY_DN4674_c0_g1_i5.p2.p1
OG0042585		TRINITY_DN4676_c0_g2_i2.p1.p1
OG0042586		TRINITY_DN46775_c0_g1_i1.p2.p1
OG0042587		TRINITY_DN46775_c0_g2_i1.p4.p1
OG0042588		TRINITY_DN4678_c0_g1_i15.p1.p1
OG0042589		TRINITY_DN4678_c0_g1_i6.p1.p2
OG0042590		TRINITY_DN467_c0_g1_i4.p2.p2
OG0042591		TRINITY_DN467_c0_g1_i4.p3.p2
OG0042592		TRINITY_DN46806_c0_g1_i5.p1.p1
OG0042593		TRINITY_DN4681_c1_g1_i3.p1.p1
OG0042594		TRINITY_DN46822_c0_g1_i2.p5.p1
OG0042595		TRINITY_DN46822_c0_g1_i3.p3.p2
OG0042596		TRINITY_DN4683_c0_g2_i1.p1.p1
OG0042597		TRINITY_DN4683_c0_g2_i1.p2.p2
OG0042598		TRINITY_DN4683_c1_g1_i1.p1.p1
OG0042599		TRINITY_DN46858_c0_g1_i2.p1.p1
OG0042600		TRINITY_DN46858_c0_g1_i6.p1.p1
OG0042601		TRINITY_DN46858_c1_g1_i1.p1.p1
OG0042602		TRINITY_DN4685_c0_g1_i2.p2.p1
OG0042603		TRINITY_DN46863_c0_g1_i2.p1.p1
OG0042604		TRINITY_DN4686_c0_g1_i1.p1.p1
OG0042605		TRINITY_DN46888_c0_g1_i1.p1.p1
OG0042606		TRINITY_DN46894_c0_g1_i1.p1.p1
OG0042607		TRINITY_DN46915_c1_g1_i3.p1.p2
OG0042608		TRINITY_DN46919_c0_g1_i4.p1.p1
OG0042609		TRINITY_DN46928_c0_g1_i2.p2.p2
OG0042610		TRINITY_DN46928_c0_g1_i4.p1.p1
OG0042611		TRINITY_DN4692_c1_g1_i1.p1.p1
OG0042612		TRINITY_DN46935_c0_g1_i1.p1.p2
OG0042613		TRINITY_DN4693_c0_g1_i1.p1.p1
OG0042614		TRINITY_DN4694_c0_g1_i1.p1.p1
OG0042615		TRINITY_DN4694_c0_g1_i1.p2.p1
OG0042616		TRINITY_DN46950_c0_g1_i2.p1.p3
OG0042617		TRINITY_DN46966_c0_g1_i1.p1.p1
OG0042618		TRINITY_DN46977_c0_g1_i10.p1.p1
OG0042619		TRINITY_DN46985_c0_g1_i4.p2.p1
OG0042620		TRINITY_DN46_c1_g1_i1.p1.p1
OG0042621		TRINITY_DN47003_c0_g1_i7.p1.p1
OG0042622		TRINITY_DN47036_c0_g1_i1.p2.p3
OG0042623		TRINITY_DN47036_c0_g1_i1.p3.p2
OG0042624		TRINITY_DN47039_c0_g1_i5.p1.p1
OG0042625		TRINITY_DN47049_c0_g1_i4.p1.p1
OG0042626		TRINITY_DN4704_c0_g1_i4.p1.p1
OG0042627		TRINITY_DN4704_c0_g1_i4.p2.p2
OG0042628		TRINITY_DN4705_c0_g1_i3.p4.p2
OG0042629		TRINITY_DN47066_c0_g1_i1.p1.p1
OG0042630		TRINITY_DN47066_c0_g1_i3.p1.p1
OG0042631		TRINITY_DN4707_c0_g1_i10.p1.p1
OG0042632		TRINITY_DN4707_c0_g1_i3.p1.p1
OG0042633		TRINITY_DN4708_c1_g1_i1.p1.p1
OG0042634		TRINITY_DN47103_c0_g1_i2.p3.p2
OG0042635		TRINITY_DN47115_c0_g1_i10.p1.p1
OG0042636		TRINITY_DN47115_c0_g1_i3.p1.p1
OG0042637		TRINITY_DN4712_c0_g1_i1.p1.p1
OG0042638		TRINITY_DN47148_c0_g1_i3.p1.p1
OG0042639		TRINITY_DN47148_c0_g1_i9.p1.p1
OG0042640		TRINITY_DN47156_c0_g1_i1.p1.p1
OG0042641		TRINITY_DN47170_c0_g1_i2.p1.p1
OG0042642		TRINITY_DN47174_c0_g1_i1.p1.p1
OG0042643		TRINITY_DN47174_c0_g1_i3.p1.p1
OG0042644		TRINITY_DN4717_c1_g1_i4.p2.p2
OG0042645		TRINITY_DN47187_c0_g1_i3.p1.p1
